,y,Close-0,Close-1,Close-2,Close-3,Close-4,Close-5,Close-6,Close-7,Close-8,Close-9
6324,0,241.697,235.2605,240.3841,246.5471,247.0212,246.6018,249.9842,249.7137,249.9861,251.2755
6325,0,237.5853,241.697,235.2605,240.3841,246.5471,247.0212,246.6018,249.9842,249.7137,249.9861
6326,1,236.8833,237.5853,241.697,235.2605,240.3841,246.5471,247.0212,246.6018,249.9842,249.7137
6327,0,239.9101,236.8833,237.5853,241.697,235.2605,240.3841,246.5471,247.0212,246.6018,249.9842
6328,1,234.7317,239.9101,236.8833,237.5853,241.697,235.2605,240.3841,246.5471,247.0212,246.6018
6329,1,237.7402,234.7317,239.9101,236.8833,237.5853,241.697,235.2605,240.3841,246.5471,247.0212
6330,1,240.2839,237.7402,234.7317,239.9101,236.8833,237.5853,241.697,235.2605,240.3841,246.5471
6331,0,242.1802,240.2839,237.7402,234.7317,239.9101,236.8833,237.5853,241.697,235.2605,240.3841
6332,1,236.783,242.1802,240.2839,237.7402,234.7317,239.9101,236.8833,237.5853,241.697,235.2605
6333,1,237.9499,236.783,242.1802,240.2839,237.7402,234.7317,239.9101,236.8833,237.5853,241.697
6334,0,241.7334,237.9499,236.783,242.1802,240.2839,237.7402,234.7317,239.9101,236.8833,237.5853
6335,1,240.4662,241.7334,237.9499,236.783,242.1802,240.2839,237.7402,234.7317,239.9101,236.8833
6336,0,242.4445,240.4662,241.7334,237.9499,236.783,242.1802,240.2839,237.7402,234.7317,239.9101
6337,1,241.7334,242.4445,240.4662,241.7334,237.9499,236.783,242.1802,240.2839,237.7402,234.7317
6338,1,243.7209,241.7334,242.4445,240.4662,241.7334,237.9499,236.783,242.1802,240.2839,237.7402
6339,1,246.3283,243.7209,241.7334,242.4445,240.4662,241.7334,237.9499,236.783,242.1802,240.2839
6340,0,246.5107,246.3283,243.7209,241.7334,242.4445,240.4662,241.7334,237.9499,236.783,242.1802
6341,0,245.1431,246.5107,246.3283,243.7209,241.7334,242.4445,240.4662,241.7334,237.9499,236.783
6342,0,243.0645,245.1431,246.5107,246.3283,243.7209,241.7334,242.4445,240.4662,241.7334,237.9499
6343,0,243.028,243.0645,245.1431,246.5107,246.3283,243.7209,241.7334,242.4445,240.4662,241.7334
6344,1,239.7551,243.028,243.0645,245.1431,246.5107,246.3283,243.7209,241.7334,242.4445,240.4662
6345,1,240.3477,239.7551,243.028,243.0645,245.1431,246.5107,246.3283,243.7209,241.7334,242.4445
6346,1,242.791,240.3477,239.7551,243.028,243.0645,245.1431,246.5107,246.3283,243.7209,241.7334
6347,0,243.0189,242.791,240.3477,239.7551,243.028,243.0645,245.1431,246.5107,246.3283,243.7209
6348,1,241.1499,243.0189,242.791,240.3477,239.7551,243.028,243.0645,245.1431,246.5107,246.3283
6349,0,241.5784,241.1499,243.0189,242.791,240.3477,239.7551,243.028,243.0645,245.1431,246.5107
6350,0,239.9556,241.5784,241.1499,243.0189,242.791,240.3477,239.7551,243.028,243.0645,245.1431
6351,1,239.4269,239.9556,241.5784,241.1499,243.0189,242.791,240.3477,239.7551,243.028,243.0645
