Date,Open,High,Low,Close,"MACD(12,26)",Sig(9)
1/30/1997,48.5439,48.953,48.2517,48.9335,0.5041,0.5105
1/31/1997,49.2062,49.4984,48.8556,48.875,0.5242,0.5132
2/3/1997,49.0698,49.177,48.8458,49.0211,0.5456,0.5197
2/4/1997,49.0893,49.3718,48.8945,49.3231,0.5803,0.5318
2/5/1997,49.3913,49.5374,48.0764,48.3978,0.527,0.5308
2/6/1997,48.4854,48.7484,48.2517,48.7192,0.5049,0.5256
2/7/1997,49.1283,49.401,48.4854,49.3815,0.5346,0.5274
2/10/1997,49.401,49.5763,48.8848,48.914,0.5146,0.5249
2/11/1997,49.1088,49.4789,48.6997,49.4789,0.538,0.5275
2/12/1997,49.4789,50.2679,49.4107,50.1802,0.6062,0.5432
2/13/1997,50.375,50.8425,50.2971,50.7256,0.6963,0.5738
2/14/1997,50.6087,50.7841,50.4334,50.6087,0.7495,0.609
2/18/1997,50.7062,51.0763,50.336,51.0373,0.8169,0.6506
2/19/1997,50.9009,51.1152,50.5893,50.6964,0.8332,0.6871
2/20/1997,50.5113,50.7159,49.9659,50.0828,0.7876,0.7072
2/21/1997,50.1218,50.3458,49.9562,50.1023,0.7443,0.7146
2/24/1997,49.849,50.7256,49.849,50.6964,0.7494,0.7216
2/25/1997,50.7451,50.823,50.414,50.7354,0.7479,0.7269
2/26/1997,50.6867,50.7646,49.6348,50.2386,0.6986,0.7212
2/27/1997,50.375,50.375,49.4789,49.4887,0.5922,0.6954
2/28/1997,49.401,49.7906,49.2841,49.3426,0.4905,0.6544
3/3/1997,49.0893,49.7127,49.0504,49.6737,0.4315,0.6098
3/4/1997,49.8101,49.9464,49.3036,49.401,0.3587,0.5596
3/5/1997,49.6932,50.2386,49.5276,50.2386,0.3644,0.5206
3/6/1997,50.2581,50.4334,49.7906,49.9464,0.3414,0.4847
3/7/1997,50.1412,50.5893,50.0244,50.3945,0.3552,0.4588
3/10/1997,50.4529,50.9204,50.2094,50.9204,0.4039,0.4478
3/11/1997,50.9594,50.9886,50.6477,50.6477,0.4157,0.4414
3/12/1997,50.6867,50.7062,50.0536,50.1997,0.3845,0.43
3/13/1997,50.0244,50.1607,49.2841,49.4205,0.2935,0.4027
3/14/1997,49.6445,49.888,49.401,49.6737,0.2391,0.37
3/17/1997,49.401,49.888,48.8945,49.8101,0.2046,0.3369
3/18/1997,49.8685,49.9367,49.0698,49.2744,0.1325,0.296
3/19/1997,49.1478,49.5568,48.6608,49.1088,0.0613,0.2491
3/20/1997,49.0893,49.2452,48.5439,48.8556,-0.0154,0.1962
3/21/1997,49.2383,49.2775,49.0233,49.0819,-0.0572,0.1455
3/24/1997,49.121,49.7957,48.8668,49.7663,-0.0348,0.1095
3/25/1997,49.649,50.0401,49.1406,49.2775,-0.0558,0.0764
3/26/1997,49.473,49.8445,49.2383,49.4926,-0.0544,0.0502
3/27/1997,49.6686,49.6686,47.6544,48.1824,-0.1573,0.0087
3/31/1997,48.1237,48.2606,47.0873,47.0873,-0.3234,-0.0577
4/1/1997,47.0873,47.674,46.9602,47.4687,-0.4195,-0.1301
4/2/1997,47.322,47.5176,46.5789,46.618,-0.5578,-0.2156
4/3/1997,46.5789,47.0091,46.4225,46.8722,-0.6396,-0.3004
4/4/1997,46.618,47.4687,46.4029,47.4589,-0.6495,-0.3702
4/7/1997,47.674,47.9478,47.6447,47.6447,-0.6351,-0.4232
4/8/1997,47.6349,48.0455,47.4589,47.9869,-0.5893,-0.4564
4/9/1997,48.1824,48.2117,47.4589,47.5958,-0.5779,-0.4807
4/10/1997,47.6153,47.8989,47.3611,47.4198,-0.5764,-0.4998
4/11/1997,46.97,47.1265,45.9141,45.9141,-0.6887,-0.5376
4/14/1997,46.139,46.5887,45.875,46.53,-0.7198,-0.574
4/15/1997,47.0873,47.3318,46.618,47.322,-0.6727,-0.5938
4/16/1997,47.1656,47.938,47.0873,47.8695,-0.5845,-0.5919
4/17/1997,47.8695,48.1824,47.5567,47.674,-0.5244,-0.5784
4/18/1997,48.0651,48.1726,47.7131,47.9086,-0.4525,-0.5532
4/21/1997,48.026,48.1237,47.2242,47.5958,-0.416,-0.5258
4/22/1997,47.6251,48.6419,47.5567,48.6419,-0.2993,-0.4805
4/23/1997,48.5931,48.8277,48.2997,48.6908,-0.2005,-0.4245
4/24/1997,48.8375,48.9841,48.1042,48.4464,-0.1403,-0.3676
4/25/1997,48.2215,48.3095,47.8206,47.8891,-0.136,-0.3213
4/28/1997,47.8695,48.6908,47.7913,48.3584,-0.0936,-0.2758
4/29/1997,49.1797,49.9228,48.9939,49.8837,0.0623,-0.2082
4/30/1997,49.5903,50.4898,49.5708,50.1183,0.2025,-0.126
5/1/1997,50.1965,50.3921,49.6294,50.0596,0.3053,-0.0398
5/2/1997,50.2356,51.1058,50.0988,50.9592,0.4542,0.059
5/5/1997,51.096,52.2889,50.8712,52.1715,0.6623,0.1797
5/6/1997,51.9173,52.2302,51.624,52.1324,0.8147,0.3067
5/7/1997,51.9369,51.9369,50.9396,50.9983,0.8344,0.4122
5/8/1997,50.8809,52.0738,50.8027,51.3502,0.8684,0.5035
5/9/1997,51.9173,52.0151,51.096,51.7022,0.9132,0.5854
5/12/1997,51.8978,52.7191,51.8587,52.5626,1.0065,0.6696
5/13/1997,52.5235,52.6213,51.9467,52.3475,1.051,0.7459
5/14/1997,52.7093,52.8755,52.2106,52.4453,1.0817,0.813
5/15/1997,52.4453,52.9342,52.2595,52.7973,1.1214,0.8747
5/16/1997,52.6408,52.7582,51.9369,52.0738,1.0821,0.9162
5/19/1997,52.1324,52.504,51.976,52.2302,1.0515,0.9433
5/20/1997,52.1129,52.9928,51.7804,52.8559,1.0654,0.9677
5/21/1997,52.9928,53.1786,52.3475,52.7386,1.0548,0.9851
5/22/1997,52.7973,52.8559,52.2889,52.5626,1.0204,0.9922
5/23/1997,52.7973,53.3253,52.6604,53.0515,1.0209,0.9979
5/27/1997,52.7973,53.5208,52.7288,53.2666,1.0267,1.0037
5/28/1997,53.2666,53.4719,52.8853,53.2568,1.0188,1.0067
5/29/1997,53.247,53.3448,52.8755,52.9439,0.9761,1.0006
5/30/1997,52.0738,53.5404,52.0151,53.2861,0.9588,0.9922
6/2/1997,53.4035,53.5012,53.0124,53.0515,0.9156,0.9769
6/3/1997,52.8168,53.4621,52.7777,52.8755,0.8573,0.953
6/4/1997,52.8951,53.0319,52.6115,52.8168,0.7971,0.9218
6/5/1997,52.9342,53.3839,52.8266,53.0124,0.7565,0.8887
6/6/1997,52.9342,54.0879,52.9342,54.0488,0.7987,0.8707
6/9/1997,54.0879,54.3616,54.0292,54.3225,0.8446,0.8655
6/10/1997,54.3421,54.6941,54.127,54.4887,0.8841,0.8692
6/11/1997,54.4399,54.6941,54.3323,54.6159,0.9152,0.8784
6/12/1997,54.9874,55.6914,54.7918,55.6718,1.0133,0.9054
6/13/1997,55.7305,56.3171,55.6327,56.1411,1.1161,0.9475
6/16/1997,56.1607,56.3171,55.9847,56.1607,1.1854,0.9951
6/17/1997,55.9651,56.4638,55.6522,56.0824,1.22,1.0401
6/18/1997,55.7696,56.0824,55.6718,55.8869,1.2176,1.0756
6/19/1997,56.0727,56.63,55.926,56.4638,1.2479,1.11
6/20/1997,56.4971,56.7523,56.2223,56.2713,1.242,1.1364
6/23/1997,56.1634,56.4775,54.8677,54.907,1.1144,1.132
6/24/1997,55.437,56.4578,55.28,56.3008,1.113,1.1282
6/25/1997,56.2124,56.6934,55.2407,55.9082,1.0678,1.1161
6/26/1997,55.81,56.3008,55.0837,55.6333,0.9983,1.0926
6/27/1997,55.8885,56.3597,55.7119,55.8493,0.9497,1.064
6/30/1997,55.8493,56.2026,55.2015,55.4763,0.8711,1.0254
7/1/1997,55.5941,56.2615,55.5254,56.1241,0.8512,0.9906
7/2/1997,56.2615,57.0467,56.0456,57.0467,0.8996,0.9724
7/3/1997,57.7142,57.8909,57.459,57.832,0.9898,0.9759
7/7/1997,58.0283,58.1068,57.1056,57.243,1.0023,0.9812
7/8/1997,57.3216,57.9105,57.2823,57.8418,1.0484,0.9946
7/9/1997,57.989,58.0283,56.556,57.2038,1.0217,1
7/10/1997,57.243,57.6946,56.8406,57.459,1.0095,1.0019
7/11/1997,57.5375,57.6553,57.4001,57.6553,1.004,1.0023
7/14/1997,57.724,57.989,57.3019,57.832,1.0024,1.0024
7/15/1997,57.989,58.2737,57.459,58.1264,1.0133,1.0045
7/16/1997,58.4994,59.108,58.3522,58.892,1.0713,1.0179
7/17/1997,58.8135,58.9313,58.2835,58.5976,1.081,1.0305
7/18/1997,58.4307,58.5583,57.2038,57.351,0.9769,1.0198
7/21/1997,57.3412,57.5375,56.9682,57.3608,0.8849,0.9928
7/22/1997,57.5964,58.9215,57.5571,58.8822,0.9242,0.9791
7/23/1997,59.0098,59.3533,58.7546,58.8331,0.9405,0.9714
7/24/1997,59.0098,59.2159,58.2246,59.108,0.9645,0.97
7/25/1997,59.4024,59.5595,58.8135,59.0687,0.9692,0.9698
7/28/1997,59.2061,59.4024,58.735,59.0294,0.9586,0.9676
7/29/1997,58.8135,59.3435,58.6859,59.2257,0.9551,0.9651
7/30/1997,59.3632,60.0699,59.3043,59.9325,0.9979,0.9717
7/31/1997,59.9325,60.3251,59.6969,59.8736,1.0153,0.9804
8/1/1997,59.9913,60.1288,58.9313,59.638,0.9986,0.984
8/4/1997,59.5398,60.0208,59.3043,59.795,0.9866,0.9845
8/5/1997,59.7361,60.1091,59.6184,59.8343,0.9692,0.9815
8/6/1997,59.9521,60.6392,59.7165,60.3251,0.9836,0.9819
8/7/1997,60.6195,60.698,59.7558,59.8736,0.9476,0.975
8/8/1997,59.2454,59.5202,58.0479,58.6565,0.8116,0.9423
8/11/1997,58.892,59.2257,58.1853,59.0883,0.7302,0.8999
8/12/1997,59.1865,59.3926,58.0872,58.1461,0.583,0.8365
8/13/1997,58.8528,58.9509,57.459,57.9694,0.4469,0.7586
8/14/1997,58.4798,58.6172,57.616,58.1853,0.3524,0.6773
8/15/1997,57.8712,57.8712,56.3008,56.3989,0.1318,0.5682
8/18/1997,56.7719,57.6553,56.1241,57.6553,0.0577,0.4661
8/19/1997,57.9301,58.362,57.4982,58.3227,0.0523,0.3834
8/20/1997,58.3816,59.2454,58.1755,59.2061,0.1179,0.3303
8/21/1997,59.1276,59.2061,57.8516,58.1657,0.0849,0.2812
8/22/1997,57.1645,58.254,56.8897,58.1461,0.0566,0.2363
8/25/1997,58.2835,58.6761,57.6946,57.9301,0.0165,0.1923
8/26/1997,57.7927,58.1461,56.978,57.0762,-0.0832,0.1372
8/27/1997,57.1645,57.7731,56.7915,57.4197,-0.133,0.0832
8/28/1997,57.2823,57.7534,56.5363,56.5462,-0.2401,0.0185
8/29/1997,56.6149,57.2332,56.3597,56.7719,-0.3034,-0.0459
9/2/1997,56.9682,58.6466,56.9093,58.6172,-0.2022,-0.0771
9/3/1997,58.6074,59.0491,58.2638,58.3031,-0.1457,-0.0909
9/4/1997,58.4602,58.8724,58.2638,58.6761,-0.0701,-0.0867
9/5/1997,59.0294,59.3239,58.1657,58.5092,-0.0233,-0.074
9/8/1997,58.8724,59.0491,58.6172,58.7644,0.034,-0.0524
9/9/1997,58.5583,59.2257,58.362,58.7939,0.0808,-0.0258
9/10/1997,58.4994,58.735,57.5768,57.5768,0.0195,-0.0167
9/11/1997,57.6553,57.7338,56.6934,57.2823,-0.0523,-0.0238
9/12/1997,57.7927,58.4013,57.1253,58.205,-0.0343,-0.0259
9/15/1997,58.205,58.6172,57.9105,58.1068,-0.0277,-0.0263
9/16/1997,58.6172,59.8539,58.4405,59.5595,0.0938,-0.0023
9/17/1997,59.9128,59.9913,59.3632,59.5595,0.1878,0.0357
9/18/1997,59.6773,60.541,59.6576,59.8147,0.2797,0.0845
9/19/1997,59.6796,60.1229,59.522,59.9161,0.3566,0.139
9/22/1997,60.2116,60.6549,60.0343,60.251,0.4395,0.1991
9/23/1997,60.251,60.3397,59.7387,59.9752,0.4775,0.2547
9/24/1997,60.1328,60.5958,59.4432,59.4826,0.4625,0.2963
9/25/1997,59.4235,59.7387,59.0294,59.0688,0.4124,0.3195
9/26/1997,59.5417,59.7781,59.3841,59.5614,0.4078,0.3372
9/29/1997,59.5811,60.251,59.3644,60.1328,0.4451,0.3588
9/30/1997,59.8964,60.3298,59.5023,59.5023,0.419,0.3708
10/1/1997,60.054,60.4086,59.7584,60.2904,0.4566,0.388
10/2/1997,60.2313,60.6451,60.0934,60.6254,0.5076,0.4119
10/3/1997,61.4529,61.6302,60.1131,60.9307,0.5662,0.4428
10/6/1997,61.3544,61.5415,61.0982,61.3347,0.6378,0.4818
10/7/1997,61.4923,62.1031,61.2854,61.906,0.7322,0.5319
10/8/1997,62.0144,62.0243,60.9899,61.4726,0.7633,0.5781
10/9/1997,61.0194,61.5415,60.6648,61.2558,0.7616,0.6148
10/10/1997,60.7239,61.1475,60.6845,61.0785,0.7375,0.6394
10/13/1997,61.3741,61.5021,60.98,61.1376,0.7149,0.6545
10/14/1997,61.4529,61.4726,60.6451,61.1573,0.6906,0.6617
10/15/1997,60.7239,61.1967,60.7042,61.0194,0.6528,0.6599
10/16/1997,61.3544,61.4726,59.8964,60.054,0.5386,0.6357
10/17/1997,59.9062,60.1328,58.6354,59.4432,0.3943,0.5874
10/20/1997,59.7978,60.3692,59.3644,60.2904,0.3444,0.5388
10/21/1997,60.6648,61.4726,60.5465,61.4627,0.3948,0.51
10/22/1997,61.3741,61.4036,60.8618,61.0588,0.3976,0.4875
10/23/1997,59.8569,60.3692,59.4432,59.8569,0.2994,0.4499
10/24/1997,60.6254,60.6254,59.059,59.2659,0.1719,0.3943
10/27/1997,58.6452,59.2265,54.7539,54.9707,-0.2726,0.2609
10/28/1997,53.1974,58.5566,53.1974,58.1428,-0.3647,0.1358
10/29/1997,58.3201,59.1082,57.5517,57.9852,-0.4452,0.0196
10/30/1997,57.138,58.3595,56.5863,56.7045,-0.6054,-0.1054
10/31/1997,57.8867,58.3201,57.0198,58.0443,-0.6172,-0.2078
11/3/1997,58.7536,59.5023,58.5566,59.2659,-0.5219,-0.2706
11/4/1997,59.1871,59.5417,58.8127,59.2659,-0.4413,-0.3047
11/5/1997,59.3841,60.0737,59.1674,59.4629,-0.3574,-0.3153
11/6/1997,59.2856,59.4826,58.9506,59.2363,-0.3057,-0.3134
11/7/1997,58.2413,58.793,57.6502,58.596,-0.3128,-0.3132
11/10/1997,59.0294,59.1674,58.0049,58.2413,-0.343,-0.3192
11/11/1997,58.4384,58.6748,58.0246,58.261,-0.3613,-0.3276
11/12/1997,57.7685,58.4581,56.9803,57.0592,-0.4673,-0.3556
11/13/1997,57.6699,58.1034,56.803,57.8867,-0.4791,-0.3803
11/14/1997,58.2019,58.8817,57.7586,58.6748,-0.4199,-0.3882
11/17/1997,59.5023,60.0934,59.2856,59.7584,-0.2824,-0.367
11/18/1997,59.7781,59.9555,59.1969,59.3841,-0.2013,-0.3339
11/19/1997,59.0688,59.9358,58.4778,59.6796,-0.1118,-0.2895
11/20/1997,60.0934,60.8618,60.0737,60.5859,0.0318,-0.2252
11/21/1997,60.9209,61.0391,60.3101,60.9997,0.177,-0.1448
11/24/1997,60.5268,60.7436,59.6599,59.8964,0.2007,-0.0757
11/25/1997,60.2904,60.4086,59.6796,60.054,0.2296,-0.0146
11/26/1997,60.448,60.517,60.0934,60.2313,0.2637,0.041
11/28/1997,60.3692,60.6845,60.2707,60.2904,0.2922,0.0913
12/1/1997,60.6648,61.8469,60.5465,61.8469,0.4353,0.1601
12/2/1997,61.5908,61.778,61.315,61.4726,0.5126,0.2306
12/3/1997,61.5514,62.1228,61.0785,61.6499,0.5815,0.3008
12/4/1997,62.1031,62.241,61.3938,61.5908,0.6241,0.3654
12/5/1997,61.3938,62.4183,61.2361,62.3789,0.7133,0.435
12/8/1997,62.3986,62.4183,61.9454,62.2016,0.7609,0.5002
12/9/1997,61.9257,62.1622,61.5514,61.8272,0.7596,0.5521
12/10/1997,61.512,61.6893,60.8224,61.2952,0.7075,0.5832
12/11/1997,60.7239,60.9012,60.0934,60.251,0.5754,0.5816
12/12/1997,60.8027,60.8421,59.8372,60.3692,0.4747,0.5602
12/15/1997,60.6845,61.2263,60.448,60.98,0.4391,0.536
12/16/1997,61.2952,61.6696,61.0785,61.3544,0.4361,0.516
12/17/1997,61.6893,61.709,60.9702,61.0391,0.4036,0.4935
12/18/1997,61.1179,61.1179,60.0343,60.448,0.3264,0.4601
12/19/1997,59.8377,60.6882,58.4728,59.9959,0.2262,0.4133
12/22/1997,60.4113,60.708,59.8574,60.3816,0.1758,0.3658
12/23/1997,60.4113,60.53,59.2047,59.3036,0.0484,0.3023
12/24/1997,59.7783,59.7783,59.0266,59.1255,-0.0663,0.2286
12/26/1997,59.5805,59.5805,59.1255,59.3629,-0.1364,0.1556
12/29/1997,59.8772,60.5893,59.7783,60.53,-0.0966,0.1052
12/30/1997,60.7278,61.5586,60.6685,61.4795,0.0113,0.0864
12/31/1997,61.3212,61.796,61.2025,61.4399,0.0926,0.0876
1/2/1998,61.5982,61.8158,61.1036,61.7564,0.1805,0.1062
1/5/1998,61.9344,62.3103,61.2619,61.8949,0.2584,0.1367
1/6/1998,61.5586,61.5784,60.886,60.9058,0.2375,0.1568
1/7/1998,60.8267,61.2223,60.2728,61.0641,0.2311,0.1717
1/8/1998,60.9652,60.9652,60.3717,60.53,0.1808,0.1735
1/9/1998,60.2926,60.4509,58.176,58.4332,-0.0279,0.1332
1/12/1998,57.6815,59.6201,57.543,59.5014,-0.1059,0.0854
1/13/1998,59.897,60.3717,59.6398,60.3322,-0.0995,0.0484
1/14/1998,60.5695,60.7476,59.9563,60.6091,-0.0713,0.0245
1/15/1998,60.4509,60.6091,60.0157,60.1047,-0.0886,0.0019
1/16/1998,60.9256,61.2025,60.5498,60.9652,-0.0325,-0.005
1/20/1998,61.2025,62.0432,61.0839,61.9542,0.0907,0.0142
1/21/1998,61.5388,61.8355,60.8663,61.3608,0.1389,0.0391
1/22/1998,60.8663,61.3212,60.6882,60.8168,0.1316,0.0576
1/23/1998,61.0839,61.2619,60.1344,60.7278,0.1174,0.0696
1/26/1998,61.0047,61.2322,60.3915,60.6882,0.1017,0.076
1/27/1998,60.6487,61.7169,60.5498,61.3014,0.1372,0.0882
1/28/1998,61.6575,62.1026,61.519,61.8553,0.2076,0.1121
1/29/1998,61.9344,63.0224,61.7564,62.1916,0.2872,0.1471
1/30/1998,62.5279,62.6466,62.0333,62.2312,0.3495,0.1876
2/2/1998,63.24,63.6158,63.1411,63.2598,0.4763,0.2453
2/3/1998,63.2993,63.8136,63.1213,63.7345,0.6082,0.3179
2/4/1998,63.4774,64.0312,63.2598,63.6554,0.6982,0.394
2/5/1998,64.1301,64.3082,63.3191,63.6158,0.7576,0.4667
2/6/1998,63.9323,64.3279,63.7345,64.3279,0.8524,0.5438
2/9/1998,64.3873,64.4071,63.7543,64.1104,0.8995,0.615
2/10/1998,64.2093,64.862,64.051,64.7236,0.9751,0.687
2/11/1998,64.6247,64.7829,64.3774,64.6642,1.0185,0.7533
2/12/1998,64.3873,65.1588,63.8532,64.9412,1.063,0.8153
2/13/1998,64.684,64.8917,64.4862,64.5653,1.0558,0.8634
2/17/1998,65.0796,65.2577,64.6642,64.8818,1.0633,0.9033
2/18/1998,64.7631,65.5049,64.7433,65.4753,1.1044,0.9436
2/19/1998,65.3566,65.4555,65.0401,65.1291,1.0965,0.9741
2/20/1998,65.2478,65.6533,64.8027,65.6137,1.1164,1.0026
2/23/1998,65.9896,65.9896,65.4159,65.8709,1.1398,1.03
2/24/1998,65.772,65.8906,65.1588,65.3566,1.1041,1.0448
2/25/1998,65.6731,66.3852,65.5939,66.1676,1.1282,1.0615
2/26/1998,66.1082,66.6028,65.95,66.5434,1.1643,1.0821
2/27/1998,66.4445,66.8006,66.1676,66.5434,1.1793,1.1015
3/2/1998,66.6226,66.939,66.2269,66.405,1.1665,1.1145
3/3/1998,66.1676,66.8599,66.1676,66.7808,1.1732,1.1263
3/4/1998,66.5236,66.7215,66.1082,66.3456,1.1304,1.1271
3/5/1998,65.5148,66.1082,65.2972,65.7324,1.035,1.1087
3/6/1998,66.1874,67.0577,66.1082,67.0577,1.0542,1.0978
3/9/1998,66.8006,67.2358,66.6226,66.8204,1.0383,1.0859
3/10/1998,67.2358,67.6314,67.0577,67.4534,1.0645,1.0816
3/11/1998,67.7105,67.9281,67.5918,67.7698,1.0982,1.0849
3/12/1998,67.7896,68.1061,67.4138,68.0468,1.1341,1.0948
3/13/1998,68.2644,68.3633,67.6512,67.7896,1.1288,1.1016
3/16/1998,68.2644,68.6007,68.0666,68.5215,1.1702,1.1153
3/17/1998,68.5611,68.7193,68.1457,68.7193,1.2051,1.1333
3/18/1998,68.5215,68.9765,68.3831,68.9765,1.2392,1.1545
3/19/1998,68.9765,69.2336,68.7787,69.1545,1.266,1.1768
3/20/1998,69.5519,69.9486,69.1154,69.7503,1.3201,1.2054
3/23/1998,69.6511,70.028,69.4527,69.5916,1.3348,1.2313
3/24/1998,69.8693,70.3454,69.7899,70.1867,1.3785,1.2607
3/25/1998,70.7223,70.8017,69.3138,69.9288,1.3765,1.2839
3/26/1998,69.7503,70.3057,69.5916,69.8891,1.3561,1.2983
3/27/1998,70.3057,70.3256,69.1948,69.5916,1.3009,1.2989
3/30/1998,69.5916,69.8891,69.175,69.5519,1.2397,1.287
3/31/1998,69.9288,70.5835,69.6709,69.7899,1.1966,1.2689
4/1/1998,70.028,70.514,69.4527,70.3553,1.1943,1.254
4/2/1998,70.4247,71.2579,70.3057,71.1191,1.2398,1.2512
4/3/1998,71.3175,71.615,71,71.4762,1.2898,1.2589
4/6/1998,71.8928,71.9721,70.9009,70.9009,1.2684,1.2608
4/7/1998,70.9405,71.0596,69.9288,70.4247,1.1992,1.2485
4/8/1998,70.6033,70.643,69.6709,70.028,1.0996,1.2187
4/9/1998,70.1867,70.643,70.1669,70.5835,1.0534,1.1856
4/13/1998,70.7025,70.7025,69.8296,70.3851,0.9894,1.1464
4/14/1998,70.5438,70.9802,70.4049,70.9802,0.9754,1.1122
4/15/1998,71.0794,71.1786,70.5636,71.1786,0.9692,1.0836
4/16/1998,70.6628,70.7818,70.147,70.3454,0.8868,1.0442
4/17/1998,70.2859,71.377,70.1073,71.2778,0.8865,1.0127
4/20/1998,71.0992,71.4563,71.0199,71.2579,0.8746,0.9851
4/21/1998,71.377,71.8332,71.0397,71.5952,0.8822,0.9645
4/22/1998,71.6547,72.0118,71.615,71.7936,0.8939,0.9504
4/23/1998,71.496,71.734,70.9405,71.0992,0.8376,0.9278
4/24/1998,70.9405,71.3968,70.0478,70.3454,0.7237,0.887
4/27/1998,69.4328,69.6312,68.3219,69.0163,0.5202,0.8136
4/28/1998,69.6907,69.7106,68.6393,68.9171,0.347,0.7203
4/29/1998,69.2146,69.8098,68.8377,69.3932,0.2452,0.6253
4/30/1998,70.1867,71.0496,70.0875,70.6826,0.2656,0.5534
5/1/1998,70.9405,71.4762,70.6628,71.4762,0.3419,0.5111
5/4/1998,71.5555,71.9324,71.1984,71.2976,0.3834,0.4855
5/5/1998,71.0992,71.1984,70.5438,70.8017,0.3721,0.4629
5/6/1998,71.1786,71.1786,69.9486,69.9685,0.2925,0.4288
5/7/1998,70.147,70.1867,69.413,69.413,0.1825,0.3795
5/8/1998,69.8296,70.7025,69.8296,70.5438,0.1844,0.3405
5/11/1998,70.8215,71.2381,70.0677,70.3057,0.1649,0.3054
5/12/1998,70.3454,71.0794,70.0478,71.0596,0.2078,0.2859
5/13/1998,71.1389,71.4563,70.8413,71.2381,0.2533,0.2793
5/14/1998,70.8017,71.5357,70.6826,70.881,0.2576,0.275
5/15/1998,71.0992,71.2381,70.3454,70.4843,0.2263,0.2653
5/18/1998,70.2859,70.8413,69.7205,70.2065,0.1771,0.2476
5/19/1998,70.4644,70.9009,70.3256,70.6826,0.1745,0.233
5/20/1998,71.1588,71.4166,70.3851,71.3571,0.2243,0.2313
5/21/1998,71.3373,71.5952,70.6628,70.9009,0.2244,0.2299
5/22/1998,70.9405,71.1389,70.4247,70.6231,0.1997,0.2239
5/26/1998,71.1588,71.1588,69.3138,69.4924,0.0879,0.1967
5/27/1998,68.8972,69.7701,68.2922,69.5916,0.0072,0.1588
5/28/1998,69.7503,70.0677,69.2345,69.909,-0.0308,0.1209
5/29/1998,70.2264,70.3454,69.2146,69.2146,-0.1156,0.0736
6/1/1998,69.175,69.9685,68.9171,69.532,-0.1554,0.0278
6/2/1998,69.8296,70.0478,69.294,69.5916,-0.18,-0.0138
6/3/1998,69.7503,69.9486,68.4806,68.4806,-0.2859,-0.0682
6/4/1998,68.7187,69.8693,68.5997,69.7503,-0.2643,-0.1074
6/5/1998,70.0677,71.0992,69.7503,71.0992,-0.1368,-0.1133
6/8/1998,71.0596,71.3968,70.881,71.0199,-0.0417,-0.099
6/9/1998,70.9207,71.3671,70.7223,71.2381,0.0508,-0.069
6/10/1998,70.8612,71.7737,70.6231,70.7818,0.0862,-0.038
6/11/1998,70.7421,71.0199,69.4328,69.4527,0.007,-0.029
6/12/1998,69.7503,70.1073,68.7187,70.1073,-0.003,-0.0238
6/15/1998,69.0758,69.7701,68.2426,68.2624,-0.1579,-0.0506
6/16/1998,68.8179,69.3337,68.4013,69.3138,-0.1936,-0.0792
6/17/1998,69.9288,70.9604,69.7899,70.762,-0.1039,-0.0842
6/18/1998,70.5835,70.7421,70.3057,70.4446,-0.0577,-0.0789
6/19/1998,70.7284,70.8379,69.813,70.0916,-0.049,-0.0729
6/22/1998,70.211,70.7284,70.0916,70.4299,-0.0147,-0.0613
6/23/1998,70.7484,71.3653,70.6886,71.2658,0.0791,-0.0332
6/24/1998,71.425,72.4001,71.0767,72.221,0.2278,0.019
6/25/1998,72.5394,72.8778,71.8429,72.1016,0.3323,0.0817
6/26/1998,72.1613,72.4996,72.0419,72.4001,0.4341,0.1522
6/29/1998,72.7584,73.037,72.4698,72.6589,0.5296,0.2276
6/30/1998,72.5394,72.7186,72.0021,72.1613,0.5587,0.2939
7/1/1998,72.639,73.1962,72.3603,72.9972,0.6418,0.3634
7/2/1998,73.0569,73.1564,72.7584,73.1365,0.7107,0.4329
7/6/1998,73.0967,73.8728,72.9574,73.8728,0.8153,0.5094
7/7/1998,73.8629,73.9524,73.4151,73.7335,0.8769,0.5829
7/8/1998,73.7932,74.4698,73.7136,74.2708,0.958,0.6579
7/9/1998,74.0519,74.3305,73.634,73.7733,0.9709,0.7205
7/10/1998,73.8927,74.4698,73.2758,74.1713,1.0017,0.7767
7/13/1998,74.231,74.4101,73.9126,74.1912,1.0161,0.8246
7/14/1998,74.4698,75.246,74.4698,75.0271,1.0824,0.8762
7/15/1998,75.1863,75.3256,74.848,74.8878,1.1109,0.9231
7/16/1998,74.9475,75.5246,74.5495,75.4052,1.1618,0.9709
7/17/1998,75.5445,75.7833,75.3455,75.5047,1.1965,1.016
7/20/1998,75.6241,75.9326,75.1067,75.5047,1.21,1.0548
7/21/1998,75.7833,75.7833,74.0519,74.1912,1.102,1.0642
7/22/1998,74.0917,74.4997,73.5743,74.1912,1.0048,1.0523
7/23/1998,74.0718,74.2509,72.5394,72.7186,0.7997,1.0018
7/24/1998,73.2161,73.2957,71.8827,72.6589,0.6252,0.9265
7/27/1998,72.3603,73.236,71.8628,73.1763,0.5226,0.8457
7/28/1998,72.8778,73.0171,71.2459,71.9424,0.3378,0.7441
7/29/1998,72.42,72.6788,71.4847,71.6638,0.167,0.6287
7/30/1998,72.3603,72.9773,72.221,72.7385,0.117,0.5264
7/31/1998,72.8181,72.9176,70.8877,71.1862,-0.0474,0.4116
