,SPY-Return-Percent,Algo-Return-Percent
0,0.0018591413779227481,0.007962610351393524
1,-0.0024610910657548203,0.004644596373788483
2,-4.048954559926386e-05,0.015149662806995907
3,-0.014115227115057114,0.022321815430627043
4,0.001476727396852686,0.008286477475499907
5,0.009913568410730508,-0.0012075576467585826
6,-0.00012182334351830696,0.030026455083549987
7,0.001744091073592899,0.016110154501427002
8,-0.015590658938456695,0.02812437493942714
9,-0.0015631656667317972,0.04385509595019582
10,0.0007828064895940618,0.0718125465695778
11,0.010457038625646354,0.011578977002681077
12,-0.0035854217323419914,-0.010981509220833434
13,-0.0023306545664272273,0.041446645065281874
14,0.002336099206710975,-0.012551999087772398
15,4.0936555616470654e-05,0.03437507690138815
16,0.0011448121407395733,-0.01102837255495744
17,0.004737564461179274,0.03609369094318443
18,0.006016118041616799,-0.02026884773414776
19,0.001414019014195854,0.02994173844760362
20,-0.007181745144770435,-0.01657138600698325
21,0.003413638913765716,0.005375055003105437
22,-0.00012164573158638115,0.006744427595564758
23,-0.0011747000166720625,0.010731678844068603
24,0.010665936446483391,0.048054296911767554
25,0.0033709379795619126,0.029643186636654523
26,0.0004795633926752139,-0.019606410325111758
27,-0.00031970389816430114,0.010145836949926103
28,0.0013441643385461548,0.10414063851268456
29,0.002126809931687144,0.07552935608909353
30,0.0010008656734544646,0.017498502340940233
31,0.00036000451666182745,0.041646135244393305
32,-0.002679364247462947,0.0169109659346485
33,0.00020061560585244603,0.024960104734754556
34,-0.002044359993734251,0.014258931955660328
35,0.0006025141068340108,0.011288657354710293
36,0.003894208015500462,0.038315456569466624
37,0.0011996309917362094,0.006515890912462095
38,0.0035154381276699194,0.03705693217637018
39,0.004338479853407245,0.037609093440988735
40,0.0021403478602662835,-0.003012041716329889
41,0.0011862993370294584,0.033333201536558735
42,0.005924905722249519,-0.01083468497311215
43,-0.001138795727864334,0.054063848119005144
44,-0.0016509606380349477,0.011611593119563128
45,0.0026383211682013638,0.011780480174811123
46,0.0015710891769170887,0.014888923282994938
47,-0.001490497320012911,0.028648754255322213
48,0.0012175640459988154,0.0
49,0.001333740865264363,0.034546273149555676
50,0.0007050045786275115,0.01397783991325105
51,0.0009787720418683748,-0.0027940237850230037
52,0.00027356311191901165,0.03361704476817065
53,0.005160360641053083,0.07328191128896198
54,-0.0038892548249749434,0.2643838045299013
55,0.0017568684263299216,0.15878505271589274
56,-0.004949864982110513,0.06728784108349703
57,0.0012925083941504787,0.01307589459390577
58,0.008176330212540469,0.06156870274775663
59,-0.00372514582960196,0.02839117156461561
60,0.0015580554571172753,0.002058641983627866
61,0.001321899540800213,0.04093123063690842
62,0.000388609444499084,0.02867609508178602
63,0.0033384225405615198,0.025693063011152196
64,0.0015478072872857236,0.026332522761178492
65,-0.000695308591294521,-0.0049059804980752155
66,0.001700968460835274,0.04111442809731015
67,-0.003627697117193995,-0.06147786460876924
68,-0.00030998286304967517,0.10436694465018617
69,0.0009298080684008412,0.025594639710574987
70,-0.002322360821173082,-0.002823830893580648
71,-0.005005557435711465,0.031178738271717597
72,0.008501107366892524,-0.0027992697318134185
73,-0.0029386437213347358,0.038847602554180134
74,0.0017063117652664807,-0.03976555663578069
75,0.006542790182043704,0.04559487018323018
76,-0.0008846961613638974,0.04057665288081919
77,0.00231000221156827,0.022251262015856733
78,-0.0004995382990698741,0.02921383217982327
79,0.01014505760747459,0.036086724460788026
80,-0.0006088810736518587,0.004928145825282805
81,0.008754943326077923,0.030866346553373145
82,-0.002075448765151886,0.0019137327256643086
83,-0.0012100223839491455,0.01827166089366579
84,-0.0035963309211125023,0.012384650019146145
85,0.0001896759905102739,0.005647701906266851
86,0.003153238387176908,0.02319123356740919
87,0.005452932046046171,0.02024350210922311
88,0.0030133013826667905,0.03963846151336688
89,0.0017648090589652303,-0.017607133315282793
90,-0.00011244010800884804,-0.019972692225433925
91,-0.004086059966778733,0.02298748533798002
92,0.0083285626073413,0.004661113579052409
93,0.006341622855461604,0.07361815045891322
94,-0.0038404526585063743,-0.018040915329190565
95,-0.0005243118715832289,0.007539535518364756
96,0.0020599934426635646,0.023089931453239905
97,-0.00026175424733310327,-0.004793038868239885
98,-0.0011963160382095913,0.040334063671309775
99,0.00048676582236220454,0.08345185887086555
100,0.0020573461552879442,0.05731360442413845
101,-0.003770361121742977,0.0868371225202221
102,0.007157000060250321,0.011629530883006448
103,0.0063251747033986035,0.04406213392925571
104,0.004214980280960697,0.03560774625193724
105,0.006664087961419943,-0.0016467259221282955
106,0.0018285879997905893,0.006527010551256555
107,0.002263471272408519,0.09469698285767608
108,-0.0015299082215518304,0.034814875327109175
109,0.0072960766463678935,0.07518945623037065
110,0.006518946423393602,0.025278172695568833
111,-0.0034184586464377402,0.001039860190848826
112,0.00953191320165804,0.028848502355403458
113,-0.0016809780866309696,0.038873671390199475
114,0.004549596998496874,0.012818726629866595
115,0.00813113497354152,-0.033425704348976154
116,0.0021223498869872423,0.02297213892995494
117,-0.0003883511751996024,-0.02685876916577405
118,0.0004238911260919783,0.044630517677014245
119,0.011577820062546125,0.012817120576640086
120,-0.006629932340335774,0.01788006885093181
121,-0.010257110539272949,0.015209303202031985
122,0.0004967713769008909,0.05562508708180839
123,-0.001134857832198789,0.00045511083992725036
124,-0.021770222931244188,0.03307102753480482
125,-0.04182234051102202,0.018604142477908363
126,0.019701946411106334,-0.012966946971429827
127,-0.005424672870579522,-0.01486462290456601
