Date,Close
8/4/2017,230.01582
8/7/2017,230.26967
8/8/2017,230.44885
8/9/2017,230.66792
8/10/2017,230.75937
8/11/2017,231.71707
8/14/2017,231.13533
8/15/2017,231.47055
8/16/2017,230.5747
8/17/2017,230.7403
8/18/2017,232.15094
8/21/2017,231.64973
8/22/2017,231.98859
8/23/2017,232.22186
8/24/2017,232.35464
8/25/2017,232.99876
8/28/2017,233.36794
8/29/2017,233.34088
8/30/2017,233.68442
8/31/2017,233.06639
9/1/2017,232.97926
9/5/2017,233.09254
9/6/2017,232.67915
9/7/2017,231.73494
9/8/2017,233.12332
9/11/2017,232.65952
9/12/2017,233.02756
9/13/2017,234.21272
9/14/2017,234.2127
9/15/2017,234.73677
9/18/2017,234.7076
9/19/2017,236.63103
9/20/2017,236.73114
9/21/2017,238.54593
9/22/2017,238.36047
9/25/2017,238.27765
9/26/2017,237.59787
9/27/2017,237.58026
9/28/2017,238.12949
9/29/2017,239.21729
10/2/2017,239.94078
10/3/2017,240.432
10/4/2017,240.51852
10/5/2017,239.79692
10/6/2017,241.33044
10/9/2017,242.66248
10/10/2017,242.17407
10/11/2017,242.12785
10/12/2017,242.49489
10/13/2017,242.4942
10/16/2017,242.30003
10/17/2017,242.37904
10/18/2017,242.773
10/19/2017,242.0887
10/20/2017,243.43246
10/23/2017,244.7443
10/24/2017,245.8017
10/25/2017,247.31778
10/26/2017,247.90921
10/27/2017,248.54518
10/30/2017,248.36069
10/31/2017,249.88571
11/1/2017,251.3591
11/2/2017,250.91336
11/3/2017,252.9375
11/6/2017,252.74944
11/7/2017,253.83461
11/8/2017,255.62103
11/9/2017,256.30933
11/10/2017,256.41418
11/13/2017,256.57272
11/14/2017,259.07022
11/15/2017,257.8777
11/16/2017,255.78186
11/17/2017,255.65315
11/20/2017,255.29245
11/21/2017,250.73572
11/22/2017,241.96664
11/24/2017,244.57878
11/27/2017,243.09604
11/28/2017,235.90009
11/29/2017,237.71478
11/30/2017,240.0197
12/1/2017,240.81976
12/4/2017,243.60248
12/5/2017,246.40303
12/6/2017,246.93616
12/7/2017,245.9637
12/8/2017,244.97641
12/11/2017,245.12602
12/12/2017,248.25995
12/13/2017,250.92824
12/14/2017,248.83784
12/15/2017,246.81123
12/18/2017,243.64403
12/19/2017,244.23953
12/20/2017,246.33409
12/21/2017,247.06062
12/22/2017,247.16713
12/26/2017,248.16876
12/27/2017,251.78012
12/28/2017,251.92331
12/29/2017,250.86993
1/2/2018,249.76459
1/3/2018,249.41727
1/4/2018,249.5604
1/5/2018,246.83507
1/8/2018,246.93048
1/9/2018,246.35112
1/10/2018,241.383
1/11/2018,236.81332
1/12/2018,241.0223
1/16/2018,237.81071
1/17/2018,237.20396
1/18/2018,239.20383
1/19/2018,235.26402
1/22/2018,237.34578
1/23/2018,239.23622
1/24/2018,241.10033
1/25/2018,237.15512
1/26/2018,237.82152
1/29/2018,240.59312
1/30/2018,239.95009
1/31/2018,241.66724
2/1/2018,241.22151
2/2/2018,242.91028
2/5/2018,245.14282
2/6/2018,245.65132
2/7/2018,244.7834
2/8/2018,243.10493
2/9/2018,242.88614
2/12/2018,240.17001
2/13/2018,240.36084
2/14/2018,242.09665
2/15/2018,242.44484
2/16/2018,241.09354
2/20/2018,241.30641
2/21/2018,239.9388
2/22/2018,239.40628
2/23/2018,241.6993
2/26/2018,242.53448
2/27/2018,242.77907
2/28/2018,244.73474
3/1/2018,246.79631
3/2/2018,247.76207
3/5/2018,248.11368
3/6/2018,246.86426
3/7/2018,247.6501
3/8/2018,247.49753
3/9/2018,247.06403
3/12/2018,248.51576
3/13/2018,248.05998
3/14/2018,248.67374
3/15/2018,248.28067
3/16/2018,247.81795
3/19/2018,245.4619
3/20/2018,247.84607
3/21/2018,246.6685
3/22/2018,248.67935
3/23/2018,249.71346
3/26/2018,250.0944
3/27/2018,251.89917
3/28/2018,252.07236
3/29/2018,252.84003
4/2/2018,253.21107
4/3/2018,253.58842
4/4/2018,253.00447
4/5/2018,253.51953
4/6/2018,253.27332
4/9/2018,252.87259
4/10/2018,252.03445
4/11/2018,252.28821
4/12/2018,250.96526
4/13/2018,251.23453
4/16/2018,248.38754
4/17/2018,248.59042
4/18/2018,246.7354
4/19/2018,247.70235
4/20/2018,247.91626
4/23/2018,248.41055
4/24/2018,247.7355
4/25/2018,249.33304
4/26/2018,251.14235
4/27/2018,253.26941
4/30/2018,254.32541
5/1/2018,253.04562
5/2/2018,254.91438
5/3/2018,255.18846
5/4/2018,255.18346
5/7/2018,256.0634
5/8/2018,256.59714
5/9/2018,255.91632
5/10/2018,255.66524
5/11/2018,256.0021
5/14/2018,257.08432
5/15/2018,259.00607
5/16/2018,258.71585
5/17/2018,257.3652
5/18/2018,256.1451
5/21/2018,257.0209
5/22/2018,256.6736
5/23/2018,257.8511
5/24/2018,258.8198
5/25/2018,259.7502
5/29/2018,260.58917
5/30/2018,260.62512
5/31/2018,260.39777
6/1/2018,258.9573
6/4/2018,258.05432
6/5/2018,259.26663
6/6/2018,257.70993
6/7/2018,259.37573
6/8/2018,260.14664
6/11/2018,260.76825
6/12/2018,261.35846
6/13/2018,261.31445
6/14/2018,261.07022
6/15/2018,262.37134
6/18/2018,264.2013
6/19/2018,264.53043
6/20/2018,265.85913
6/21/2018,265.07883
6/22/2018,265.1318
6/25/2018,264.7293
6/26/2018,264.13275
6/27/2018,263.4135
6/28/2018,262.90366
6/29/2018,263.20178
7/2/2018,263.90906
7/3/2018,264.01797
7/5/2018,265.3602
7/6/2018,265.49225
7/9/2018,264.40292
7/10/2018,265.5372
7/11/2018,265.8067
7/12/2018,267.71762
7/13/2018,267.65823
7/16/2018,267.01822
7/17/2018,266.7689
7/18/2018,266.06656
7/19/2018,266.6442
7/20/2018,266.67252
7/23/2018,267.48523
7/24/2018,267.40256
7/25/2018,267.56277
7/26/2018,265.81085
7/27/2018,264.46124
7/30/2018,264.27054
7/31/2018,263.86102
8/1/2018,256.90118
8/2/2018,251.74797
8/3/2018,253.68474
8/6/2018,252.31819
8/7/2018,256.7809
8/8/2018,257.00183
8/9/2018,254.20538
8/10/2018,253.84604
8/13/2018,252.72046
8/14/2018,251.58002
8/15/2018,245.27397
8/16/2018,248.13394
8/17/2018,244.42212
8/20/2018,243.17937
8/21/2018,245.60165
8/22/2018,247.82404
8/23/2018,250.31253
8/24/2018,249.4505
8/27/2018,250.66647
8/28/2018,252.03317
8/29/2018,256.717
8/30/2018,256.8415
8/31/2018,255.11646
9/4/2018,251.13463
9/5/2018,250.36868
9/6/2018,248.69418
9/7/2018,250.59718
9/10/2018,251.14499
9/11/2018,247.84486
9/12/2018,243.89175
9/13/2018,243.93959
9/14/2018,242.35089
9/17/2018,245.29381
9/18/2018,246.06848
9/19/2018,250.91768
9/20/2018,250.92786
9/21/2018,252.52156
9/24/2018,255.42352
9/25/2018,249.063
9/26/2018,248.46466
9/27/2018,243.408
9/28/2018,243.30089
10/1/2018,242.9398
10/2/2018,243.83218
10/3/2018,243.75932
10/4/2018,240.18878
10/5/2018,236.11235
10/8/2018,235.2055
10/9/2018,232.03398
10/10/2018,228.6689
10/11/2018,224.39986
10/12/2018,219.09601
10/15/2018,226.29948
10/16/2018,227.9848
10/17/2018,228.52882
10/18/2018,230.2241
10/19/2018,230.66267
10/22/2018,226.64534
10/23/2018,232.10533
10/24/2018,233.8684
10/25/2018,236.29082
10/26/2018,237.57101
10/29/2018,238.6014
10/30/2018,238.93163
10/31/2018,237.94833
11/1/2018,240.07706
11/2/2018,240.71573
11/5/2018,242.42508
11/6/2018,245.2403
11/7/2018,242.9922
11/8/2018,243.41272
11/9/2018,243.41577
11/12/2018,245.13261
11/13/2018,243.81021
11/14/2018,243.55615
11/15/2018,246.52496
11/16/2018,248.54906
11/19/2018,249.045
11/20/2018,250.6529
11/21/2018,251.70557
11/23/2018,251.67082
11/26/2018,249.82065
11/27/2018,249.93654
11/28/2018,249.95874
11/29/2018,252.59912
11/30/2018,253.4936
12/3/2018,253.27794
12/4/2018,255.57547
12/6/2018,256.13132
12/7/2018,256.77496
12/10/2018,256.12494
12/11/2018,257.44754
12/12/2018,257.82455
12/13/2018,257.80634
12/14/2018,257.7439
12/17/2018,257.35345
12/18/2018,258.6552
12/19/2018,257.96103
12/20/2018,257.70148
12/21/2018,256.34967
12/24/2018,254.4765
12/26/2018,253.8219
12/27/2018,256.65433
12/28/2018,257.62704
12/31/2018,259.27344
1/2/2019,259.29855
1/3/2019,260.47195
1/4/2019,261.3675
1/7/2019,261.59036
1/8/2019,261.02872
1/9/2019,263.47925
1/10/2019,259.42825
1/11/2019,259.1303
1/14/2019,260.46042
1/15/2019,259.43356
1/16/2019,260.23483
1/17/2019,261.5732
1/18/2019,264.31122
1/22/2019,264.6927
1/23/2019,265.2294
1/24/2019,265.89114
1/25/2019,267.08514
1/28/2019,267.4084
1/29/2019,266.3687
1/30/2019,267.09756
1/31/2019,267.04892
2/1/2019,268.62726
2/4/2019,268.58524
2/5/2019,268.82095
2/6/2019,268.27924
2/7/2019,268.71338
2/8/2019,268.91855
2/11/2019,271.0115
2/12/2019,270.65088
2/13/2019,270.59933
2/14/2019,271.6453
2/15/2019,272.09183
2/19/2019,272.30737
2/20/2019,270.61374
2/21/2019,270.0325
2/22/2019,272.15424
2/25/2019,271.32172
2/26/2019,267.54828
2/27/2019,266.9254
2/28/2019,266.00287
3/1/2019,267.02567
3/4/2019,261.4121
3/5/2019,262.9929
3/6/2019,264.03046
3/7/2019,266.24188
3/8/2019,264.9644
3/11/2019,263.5093
3/12/2019,265.30927
3/13/2019,264.69156
3/14/2019,262.06497
3/15/2019,262.32498
3/18/2019,260.1709
3/19/2019,258.58762
3/20/2019,258.89566
3/21/2019,255.93388
3/22/2019,255.16013
3/25/2019,259.42905
3/26/2019,261.5728
3/27/2019,263.39532
3/28/2019,265.84045
3/29/2019,267.1659
