Date,Close
8/4/2017,225.02487
8/7/2017,225.3356
8/8/2017,225.671
8/9/2017,225.99637
8/10/2017,226.33347
8/11/2017,226.69902
8/14/2017,227.05727
8/15/2017,227.38457
8/16/2017,227.69829
8/17/2017,227.97223
8/18/2017,228.20702
8/21/2017,228.35362
8/22/2017,228.46228
8/23/2017,228.60454
8/24/2017,228.69914
8/25/2017,228.75986
8/28/2017,228.80583
8/29/2017,228.90515
8/30/2017,229.04037
8/31/2017,229.16217
9/1/2017,229.28891
9/5/2017,229.44557
9/6/2017,229.6091
9/7/2017,229.74138
9/8/2017,229.88046
9/11/2017,229.99672
9/12/2017,230.05623
9/13/2017,230.14621
9/14/2017,230.26166
9/15/2017,230.34157
9/18/2017,230.40805
9/19/2017,230.52917
9/20/2017,230.70534
9/21/2017,230.90952
9/22/2017,231.23393
9/25/2017,231.62305
9/26/2017,232.11726
9/27/2017,232.67104
9/28/2017,233.27351
9/29/2017,233.96895
10/2/2017,234.6747
10/3/2017,235.45517
10/4/2017,236.23166
10/5/2017,236.99042
10/6/2017,237.70894
10/9/2017,238.43256
10/10/2017,239.04121
10/11/2017,239.62796
10/12/2017,240.23575
10/13/2017,240.73245
10/16/2017,241.05849
10/17/2017,241.32602
10/18/2017,241.62111
10/19/2017,241.83142
10/20/2017,241.9368
10/23/2017,242.0763
10/24/2017,242.2501
10/25/2017,242.507
10/26/2017,242.79327
10/27/2017,243.13893
10/30/2017,243.61227
10/31/2017,244.21294
11/1/2017,244.99586
11/2/2017,245.85147
11/3/2017,246.85477
11/6/2017,247.95421
11/7/2017,249.07489
11/8/2017,250.29533
11/9/2017,251.56711
11/10/2017,252.86826
11/13/2017,254.19388
11/14/2017,255.52933
11/15/2017,256.69098
11/16/2017,257.55637
11/17/2017,258.42487
11/20/2017,259.07217
11/21/2017,259.16428
11/22/2017,258.5954
11/24/2017,257.96457
11/27/2017,256.98108
11/28/2017,254.90689
11/29/2017,252.52286
11/30/2017,250.31287
12/1/2017,247.83736
12/4/2017,245.028
12/5/2017,242.41164
12/6/2017,240.41289
12/7/2017,238.57889
12/8/2017,236.87607
12/11/2017,235.62376
12/12/2017,234.98578
12/13/2017,234.774
12/14/2017,234.86111
12/15/2017,235.5385
12/18/2017,236.80777
12/19/2017,238.38338
12/20/2017,240.15843
12/21/2017,242.19972
12/22/2017,244.50722
12/26/2017,246.74904
12/27/2017,248.5916
12/28/2017,249.96579
12/29/2017,251.088
1/2/2018,252.12378
1/3/2018,252.84874
1/4/2018,253.2821
1/5/2018,253.24417
1/8/2018,253.00966
1/9/2018,252.81873
1/10/2018,252.07426
1/11/2018,250.71303
1/12/2018,249.39964
1/16/2018,247.9929
1/17/2018,246.27739
1/18/2018,244.6156
1/19/2018,243.00093
1/22/2018,241.21272
1/23/2018,239.37944
1/24/2018,237.58394
1/25/2018,236.0571
1/26/2018,234.68964
1/29/2018,233.71503
1/30/2018,232.8226
