timestamp,open,high,low,close,volume
2023-09-25 12:30:00,14928.75,14931.0,14864.5,14882.5,22595
2023-09-25 13:00:00,14883.25,14921.25,14875.5,14887.75,22393
2023-09-25 13:30:00,14887.75,14904.5,14870.0,14902.75,20323
2023-09-25 14:00:00,14903.5,14914.75,14883.75,14888.75,18203
2023-09-25 14:30:00,14888.5,14917.0,14869.25,14875.0,24869
2023-09-25 15:00:00,14874.75,14900.5,14842.5,14891.0,34887
2023-09-25 15:30:00,14890.75,14939.25,14881.5,14936.75,40704
2023-09-25 16:00:00,14936.75,14953.0,14933.75,14950.75,13550
2023-09-25 16:30:00,14950.75,14955.75,14950.0,14951.0,2825
2023-09-25 18:00:00,14949.0,14949.0,14940.75,14944.5,1551
2023-09-25 18:30:00,14944.25,14947.25,14942.0,14942.5,624
2023-09-25 19:00:00,14943.0,14943.75,14933.75,14935.75,1040
2023-09-25 19:30:00,14935.5,14939.5,14931.0,14931.75,1069
2023-09-25 20:00:00,14931.75,14933.25,14904.25,14905.0,2884
2023-09-25 20:30:00,14905.0,14908.5,14868.0,14878.0,5436
2023-09-25 21:00:00,14878.5,14885.0,14871.0,14882.75,2987
2023-09-25 21:30:00,14882.5,14885.25,14854.75,14863.75,3700
2023-09-25 22:00:00,14863.25,14868.25,14854.5,14859.75,2741
2023-09-25 22:30:00,14860.5,14867.25,14852.25,14860.0,2341
2023-09-25 23:00:00,14860.25,14869.0,14858.25,14863.25,1568
2023-09-25 23:30:00,14863.5,14875.5,14863.25,14874.75,1287
2023-09-26 00:00:00,14874.75,14879.25,14870.25,14879.0,1568
2023-09-26 00:30:00,14878.75,14879.0,14873.25,14878.0,834
2023-09-26 01:00:00,14877.75,14883.0,14870.5,14875.25,1735
2023-09-26 01:30:00,14874.75,14880.75,14857.75,14865.0,2429
2023-09-26 02:00:00,14863.5,14868.25,14830.25,14838.25,5022
2023-09-26 02:30:00,14837.75,14839.5,14822.5,14830.5,3139
2023-09-26 03:00:00,14831.0,14833.0,14795.0,14814.25,7900
2023-09-26 03:30:00,14814.25,14852.0,14806.5,14850.0,7522
2023-09-26 04:00:00,14850.0,14887.5,14843.5,14871.25,9406
2023-09-26 04:30:00,14871.25,14871.75,14848.25,14858.0,5130
2023-09-26 05:00:00,14858.25,14862.0,14837.25,14856.0,4200
2023-09-26 05:30:00,14855.25,14867.5,14835.75,14838.75,4533
2023-09-26 06:00:00,14838.5,14862.75,14838.5,14859.0,4217
2023-09-26 06:30:00,14858.75,14871.75,14853.5,14869.0,3497
2023-09-26 07:00:00,14869.0,14879.25,14841.25,14875.25,6086
2023-09-26 07:30:00,14875.75,14888.75,14866.0,14874.0,5481
2023-09-26 08:00:00,14873.75,14893.0,14864.25,14869.25,7938
2023-09-26 08:30:00,14869.0,14869.0,14838.25,14844.5,10548
2023-09-26 09:00:00,14845.0,14846.5,14820.0,14824.75,12419
2023-09-26 09:30:00,14825.0,14846.25,14764.0,14772.5,76382
2023-09-26 10:00:00,14770.0,14786.75,14724.5,14765.5,63625
2023-09-26 10:30:00,14765.5,14805.75,14755.75,14768.5,48952
2023-09-26 11:00:00,14768.5,14777.5,14728.0,14728.75,36088
2023-09-26 11:30:00,14728.75,14766.0,14725.0,14738.0,35813
2023-09-26 12:00:00,14738.25,14772.5,14722.25,14767.0,27142
2023-09-26 12:30:00,14766.75,14782.0,14758.75,14763.0,20267
2023-09-26 13:00:00,14763.25,14784.0,14738.75,14739.75,32758
2023-09-26 13:30:00,14739.75,14749.25,14704.25,14738.0,36481
2023-09-26 14:00:00,14738.25,14738.5,14704.75,14709.25,23909
2023-09-26 14:30:00,14709.0,14721.75,14691.0,14707.75,26605
2023-09-26 15:00:00,14707.5,14711.5,14667.75,14675.0,33825
2023-09-26 15:30:00,14674.75,14720.0,14666.25,14708.75,49994
2023-09-26 16:00:00,14708.75,14736.0,14707.25,14723.0,14787
2023-09-26 16:30:00,14722.5,14727.0,14720.25,14725.25,2437
2023-09-26 18:00:00,14725.25,14728.5,14715.0,14722.75,2285
2023-09-26 18:30:00,14722.75,14725.75,14713.5,14720.0,1431
2023-09-26 19:00:00,14720.0,14734.0,14717.25,14731.0,1804
2023-09-26 19:30:00,14731.5,14741.25,14728.75,14739.0,2350
2023-09-26 20:00:00,14738.5,14750.0,14735.5,14737.25,3208
2023-09-26 20:30:00,14736.5,14736.75,14723.0,14731.0,2280
2023-09-26 21:00:00,14731.5,14748.5,14728.0,14740.0,3061
2023-09-26 21:30:00,14739.5,14752.0,14736.75,14750.25,3070
2023-09-26 22:00:00,14750.5,14751.5,14737.0,14740.0,1857
2023-09-26 22:30:00,14740.5,14746.5,14736.25,14739.5,1460
2023-09-26 23:00:00,14739.0,14744.25,14730.5,14742.0,1682
2023-09-26 23:30:00,14742.0,14744.5,14733.0,14738.25,1842
2023-09-27 00:00:00,14738.75,14743.5,14735.0,14737.0,1179
2023-09-27 00:30:00,14736.5,14753.5,14736.25,14752.25,2097
2023-09-27 01:00:00,14751.5,14751.75,14740.0,14744.75,1629
2023-09-27 01:30:00,14744.75,14762.25,14742.75,14761.25,3204
2023-09-27 02:00:00,14761.75,14764.75,14751.0,14760.5,3094
2023-09-27 02:30:00,14760.5,14768.5,14758.0,14758.75,2672
2023-09-27 03:00:00,14758.25,14778.75,14747.5,14777.0,5278
2023-09-27 03:30:00,14776.75,14793.75,14763.0,14792.75,5415
2023-09-27 04:00:00,14792.5,14796.0,14774.5,14778.25,5324
2023-09-27 04:30:00,14778.25,14791.5,14774.25,14780.5,3053
2023-09-27 05:00:00,14780.5,14783.75,14769.25,14776.75,3194
2023-09-27 05:30:00,14776.75,14778.5,14754.0,14761.25,3913
2023-09-27 06:00:00,14761.0,14766.0,14744.25,14765.25,3974
2023-09-27 06:30:00,14765.0,14768.5,14749.75,14765.0,3397
2023-09-27 07:00:00,14764.75,14777.75,14758.5,14775.25,4323
2023-09-27 07:30:00,14776.0,14778.25,14747.5,14768.0,5080
2023-09-27 08:00:00,14768.25,14771.5,14740.25,14748.25,6052
2023-09-27 08:30:00,14747.5,14776.75,14733.75,14771.5,10919
2023-09-27 09:00:00,14771.25,14781.5,14750.25,14753.0,10055
2023-09-27 09:30:00,14753.5,14806.0,14749.25,14764.25,66318
2023-09-27 10:00:00,14764.75,14774.5,14706.0,14762.25,56370
2023-09-27 10:30:00,14762.0,14772.0,14682.0,14688.75,47981
2023-09-27 11:00:00,14689.5,14744.0,14685.75,14738.75,35797
2023-09-27 11:30:00,14738.5,14741.25,14672.75,14683.75,33862
2023-09-27 12:00:00,14683.0,14684.0,14643.25,14662.0,35997
2023-09-27 12:30:00,14662.5,14684.25,14651.5,14657.0,27511
2023-09-27 13:00:00,14657.0,14685.0,14616.75,14618.25,36038
2023-09-27 13:30:00,14618.5,14631.75,14586.0,14620.0,36503
2023-09-27 14:00:00,14620.0,14675.75,14594.5,14674.0,34402
2023-09-27 14:30:00,14673.75,14755.5,14673.75,14739.0,59138
2023-09-27 15:00:00,14739.5,14821.5,14731.75,14765.25,55805
2023-09-27 15:30:00,14765.5,14773.5,14701.5,14743.75,52133
2023-09-27 16:00:00,14744.0,14773.25,14738.5,14767.75,16446
2023-09-27 16:30:00,14768.0,14779.5,14764.75,14766.5,3453
2023-09-27 18:00:00,14772.5,14774.75,14743.5,14746.0,3390
2023-09-27 18:30:00,14746.75,14757.0,14746.0,14755.5,1387
2023-09-27 19:00:00,14755.75,14766.5,14750.25,14764.0,1660
2023-09-27 19:30:00,14763.75,14774.75,14762.25,14774.75,1514
2023-09-27 20:00:00,14774.5,14781.75,14766.25,14779.5,3082
2023-09-27 20:30:00,14779.25,14794.0,14777.5,14788.25,2696
2023-09-27 21:00:00,14788.5,14791.25,14778.5,14783.25,2982
2023-09-27 21:30:00,14783.75,14784.75,14764.0,14777.75,3694
2023-09-27 22:00:00,14777.5,14781.75,14752.5,14755.75,3311
2023-09-27 22:30:00,14755.25,14759.75,14742.5,14747.5,2731
2023-09-27 23:00:00,14747.0,14748.25,14734.5,14742.0,2564
2023-09-27 23:30:00,14741.25,14745.0,14733.0,14740.25,2446
2023-09-28 00:00:00,14740.25,14740.75,14712.75,14721.0,3452
2023-09-28 00:30:00,14721.5,14742.5,14719.0,14741.25,2594
2023-09-28 01:00:00,14742.0,14756.75,14739.5,14754.25,3277
2023-09-28 01:30:00,14754.25,14776.0,14754.0,14771.25,3558
2023-09-28 02:00:00,14771.5,14773.75,14744.5,14751.25,3085
2023-09-28 02:30:00,14750.25,14768.25,14745.75,14748.5,2745
2023-09-28 03:00:00,14747.25,14759.5,14728.0,14746.75,6575
2023-09-28 03:30:00,14747.0,14764.0,14735.25,14738.5,3696
2023-09-28 04:00:00,14738.75,14744.75,14709.0,14713.0,6635
2023-09-28 04:30:00,14712.25,14737.25,14711.0,14718.5,4644
2023-09-28 05:00:00,14718.5,14721.75,14677.75,14694.0,7893
2023-09-28 05:30:00,14693.75,14739.5,14686.0,14734.75,6398
2023-09-28 06:00:00,14735.0,14745.0,14715.5,14723.0,4740
2023-09-28 06:30:00,14722.5,14739.0,14716.5,14730.5,3638
2023-09-28 07:00:00,14730.5,14731.75,14705.5,14707.5,5445
2023-09-28 07:30:00,14707.5,14708.75,14682.0,14702.0,7577
2023-09-28 08:00:00,14701.75,14745.0,14698.75,14733.5,10354
2023-09-28 08:30:00,14733.75,14777.25,14677.75,14694.0,36646
2023-09-28 09:00:00,14693.5,14720.5,14683.0,14695.0,15921
2023-09-28 09:30:00,14695.0,14747.75,14658.0,14744.25,76383
2023-09-28 10:00:00,14744.25,14773.25,14713.5,14725.75,52509
2023-09-28 10:30:00,14726.0,14788.0,14679.5,14780.75,53427
2023-09-28 11:00:00,14780.0,14827.25,14756.5,14827.0,43640
2023-09-28 11:30:00,14826.75,14910.75,14825.0,14908.25,49499
2023-09-28 12:00:00,14908.5,14947.5,14895.5,14943.0,35478
2023-09-28 12:30:00,14942.75,14947.25,14878.75,14891.25,32600
2023-09-28 13:00:00,14891.5,14908.0,14860.0,14874.75,29357
2023-09-28 13:30:00,14875.75,14879.5,14830.75,14850.5,28634
2023-09-28 14:00:00,14850.5,14884.0,14833.25,14876.5,26992
2023-09-28 14:30:00,14876.25,14878.75,14811.25,14843.5,31971
2023-09-28 15:00:00,14843.75,14913.5,14838.75,14909.5,29602
2023-09-28 15:30:00,14909.75,14913.5,14840.0,14858.5,50086
2023-09-28 16:00:00,14858.5,14874.25,14852.0,14872.0,10050
2023-09-28 16:30:00,14872.0,14885.25,14868.75,14876.5,3040
2023-09-28 18:00:00,14876.5,14894.5,14874.25,14887.75,2054
2023-09-28 18:30:00,14887.5,14891.0,14882.5,14885.5,1274
2023-09-28 19:00:00,14885.75,14886.75,14875.25,14876.25,1067
2023-09-28 19:30:00,14876.0,14877.75,14863.75,14867.5,1432
2023-09-28 20:00:00,14867.75,14870.0,14849.0,14851.25,2525
2023-09-28 20:30:00,14852.0,14854.0,14831.25,14832.75,2947
2023-09-28 21:00:00,14832.5,14838.0,14825.5,14829.75,2970
2023-09-28 21:30:00,14829.5,14851.0,14828.25,14845.0,3058
2023-09-28 22:00:00,14844.5,14866.75,14844.5,14863.5,2602
2023-09-28 22:30:00,14863.0,14880.25,14860.75,14873.5,2659
2023-09-28 23:00:00,14874.0,14884.25,14873.5,14881.5,2041
2023-09-28 23:30:00,14881.5,14891.5,14881.5,14886.0,1507
2023-09-29 00:00:00,14885.25,14889.75,14880.25,14881.0,995
2023-09-29 00:30:00,14881.0,14887.0,14868.0,14868.75,1703
2023-09-29 01:00:00,14869.25,14884.75,14856.75,14859.25,2618
2023-09-29 01:30:00,14860.0,14898.5,14859.0,14884.0,2724
2023-09-29 02:00:00,14883.0,14910.25,14880.25,14905.0,3507
2023-09-29 02:30:00,14904.75,14919.5,14897.5,14911.75,3208
2023-09-29 03:00:00,14912.0,14941.75,14904.0,14940.5,6214
2023-09-29 03:30:00,14941.0,14956.25,14931.5,14945.5,6766
2023-09-29 04:00:00,14946.25,14963.75,14941.25,14961.75,5576
2023-09-29 04:30:00,14962.25,14965.25,14937.0,14937.25,4396
2023-09-29 05:00:00,14938.0,14963.75,14935.75,14957.25,4227
2023-09-29 05:30:00,14957.0,14967.25,14944.0,14962.5,3902
2023-09-29 06:00:00,14962.75,14974.75,14946.0,14964.75,4754
2023-09-29 06:30:00,14964.5,14968.25,14948.25,14950.5,3124
2023-09-29 07:00:00,14950.25,14961.0,14941.0,14943.0,4123
2023-09-29 07:30:00,14943.25,14944.5,14920.25,14931.5,6912
2023-09-29 08:00:00,14931.75,14968.5,14922.75,14960.0,8459
2023-09-29 08:30:00,14960.5,15009.75,14951.0,15002.25,25790
2023-09-29 09:00:00,15002.0,15007.25,14986.5,15002.5,10396
2023-09-29 09:30:00,15001.5,15044.25,14976.75,15032.5,72326
2023-09-29 10:00:00,15032.25,15060.75,14970.0,14981.0,63541
2023-09-29 10:30:00,14981.5,15026.0,14978.25,14991.75,44200
2023-09-29 11:00:00,14992.0,15010.75,14952.0,14954.0,45519
2023-09-29 11:30:00,14953.5,14962.25,14907.75,14940.5,50325
2023-09-29 12:00:00,14941.0,14965.75,14913.5,14947.0,33696
2023-09-29 12:30:00,14947.75,14957.75,14885.5,14895.5,32184
2023-09-29 13:00:00,14896.0,14896.0,14827.0,14865.5,39818
2023-09-29 13:30:00,14865.75,14873.0,14819.75,14820.0,26980
2023-09-29 14:00:00,14820.25,14859.75,14816.75,14821.75,31247
2023-09-29 14:30:00,14822.0,14904.0,14811.0,14902.25,33789
2023-09-29 15:00:00,14902.75,14910.75,14858.0,14877.25,38199
2023-09-29 15:30:00,14877.25,14929.0,14840.25,14867.0,67242
2023-09-29 16:00:00,14867.0,14906.25,14850.25,14900.0,17076
2023-09-29 16:30:00,14900.5,14904.0,14891.25,14891.5,2535
2023-10-01 18:00:00,14965.0,15010.0,14942.0,14947.25,9224
2023-10-01 18:30:00,14947.75,14955.0,14934.75,14943.25,3499
2023-10-01 19:00:00,14943.25,14958.25,14934.25,14949.75,2401
2023-10-01 19:30:00,14949.75,14962.0,14944.25,14953.25,1984
2023-10-01 20:00:00,14953.5,14982.0,14951.0,14975.5,3719
2023-10-01 20:30:00,14976.25,14981.75,14954.0,14965.25,3278
2023-10-01 21:00:00,14965.5,14989.75,14963.5,14987.5,3028
2023-10-01 21:30:00,14987.25,14991.5,14980.75,14982.25,2062
2023-10-01 22:00:00,14982.5,14990.75,14978.75,14984.5,2108
2023-10-01 22:30:00,14984.75,14994.25,14978.75,14980.25,2215
2023-10-01 23:00:00,14980.5,14983.25,14975.5,14979.0,1514
2023-10-01 23:30:00,14979.25,14980.5,14970.75,14976.0,1496
2023-10-02 00:00:00,14975.75,14984.25,14975.0,14979.0,1338
2023-10-02 00:30:00,14979.0,14979.5,14962.0,14967.5,2314
2023-10-02 01:00:00,14967.0,14972.75,14958.5,14962.0,1758
2023-10-02 01:30:00,14962.0,14964.5,14937.0,14940.75,2754
2023-10-02 02:00:00,14941.25,14956.0,14929.75,14955.0,2980
2023-10-02 02:30:00,14955.0,14978.5,14954.0,14976.75,3065
2023-10-02 03:00:00,14976.75,15010.5,14969.75,15007.25,7484
2023-10-02 03:30:00,15007.5,15008.75,14976.0,14987.75,4777
2023-10-02 04:00:00,14988.25,15000.5,14967.5,14979.75,5736
2023-10-02 04:30:00,14979.5,14993.5,14963.5,14965.75,3789
2023-10-02 05:00:00,14965.25,14965.75,14940.0,14946.0,5536
2023-10-02 05:30:00,14945.75,14950.75,14891.0,14899.0,8740
2023-10-02 06:00:00,14899.0,14906.75,14878.25,14893.0,7116
2023-10-02 06:30:00,14892.25,14900.25,14883.25,14890.5,5005
2023-10-02 07:00:00,14890.5,14907.5,14884.25,14903.75,4745
2023-10-02 07:30:00,14903.75,14905.0,14866.0,14873.5,8196
2023-10-02 08:00:00,14873.75,14875.5,14844.75,14862.5,11855
2023-10-02 08:30:00,14862.0,14876.75,14849.25,14853.0,9959
2023-10-02 09:00:00,14853.0,14876.25,14826.0,14874.0,17561
2023-10-02 09:30:00,14873.75,14961.0,14847.75,14921.25,77877
2023-10-02 10:00:00,14921.25,14992.25,14905.0,14932.5,76124
2023-10-02 10:30:00,14932.0,14972.0,14906.0,14932.5,53646
2023-10-02 11:00:00,14933.0,15046.0,14930.5,15039.0,53834
2023-10-02 11:30:00,15039.0,15045.25,14909.25,14918.75,54811
2023-10-02 12:00:00,14919.0,14933.5,14886.0,14911.75,35492
2023-10-02 12:30:00,14912.0,14926.5,14880.25,14889.75,29753
2023-10-02 13:00:00,14890.0,14918.0,14866.75,14913.25,30245
2023-10-02 13:30:00,14913.5,14931.0,14898.75,14909.0,22985
2023-10-02 14:00:00,14909.5,14958.0,14879.5,14881.25,38173
2023-10-02 14:30:00,14881.75,14905.25,14864.25,14893.25,28931
2023-10-02 15:00:00,14893.0,14931.75,14867.75,14919.0,34350
2023-10-02 15:30:00,14918.75,14989.25,14912.75,14988.0,51456
2023-10-02 16:00:00,14988.5,15004.0,14986.75,15000.5,15843
2023-10-02 16:30:00,15000.0,15005.25,14992.5,14992.5,2393
2023-10-02 18:00:00,14989.5,15005.0,14986.5,15004.5,2203
2023-10-02 18:30:00,15004.25,15004.25,14986.5,14990.0,1537
2023-10-02 19:00:00,14990.0,14994.5,14978.5,14978.75,1944
2023-10-02 19:30:00,14979.25,15002.5,14978.5,14994.0,2020
2023-10-02 20:00:00,14994.0,14994.5,14956.0,14967.25,4994
2023-10-02 20:30:00,14967.75,14995.5,14967.5,14991.25,3526
2023-10-02 21:00:00,14990.75,14993.0,14972.0,14980.0,2964
2023-10-02 21:30:00,14980.25,14997.5,14972.0,14980.5,3432
2023-10-02 22:00:00,14981.0,14987.5,14973.5,14985.5,2152
2023-10-02 22:30:00,14985.25,14990.5,14978.25,14980.75,1556
2023-10-02 23:00:00,14980.75,14986.75,14973.25,14979.75,1134
2023-10-02 23:30:00,14979.75,14995.75,14976.0,14984.0,1819
2023-10-03 00:00:00,14984.25,14984.5,14960.5,14963.25,2505
2023-10-03 00:30:00,14963.0,14976.75,14953.75,14954.75,3194
2023-10-03 01:00:00,14954.0,14959.0,14943.5,14948.5,3750
2023-10-03 01:30:00,14948.75,14957.25,14945.0,14955.75,2744
2023-10-03 02:00:00,14956.0,14973.75,14955.0,14971.0,3231
2023-10-03 02:30:00,14971.25,14978.75,14966.5,14974.75,2064
2023-10-03 03:00:00,14975.0,14986.0,14967.75,14979.0,5252
2023-10-03 03:30:00,14979.75,15002.75,14972.0,14979.75,6905
2023-10-03 04:00:00,14979.75,15031.0,14979.5,15021.75,8205
2023-10-03 04:30:00,15021.75,15028.5,15002.25,15006.25,4589
2023-10-03 05:00:00,15006.25,15008.75,14976.75,14989.25,5690
2023-10-03 05:30:00,14989.25,14992.0,14969.25,14979.75,4716
2023-10-03 06:00:00,14980.25,14998.0,14974.75,14998.0,3983
2023-10-03 06:30:00,14997.5,15009.75,14966.5,14966.5,5919
2023-10-03 07:00:00,14966.25,14969.0,14905.0,14915.75,13799
2023-10-03 07:30:00,14915.25,14924.75,14884.75,14899.25,12893
2023-10-03 08:00:00,14899.5,14905.0,14874.5,14896.25,12345
2023-10-03 08:30:00,14896.0,14896.0,14847.25,14853.25,16408
2023-10-03 09:00:00,14853.5,14886.0,14848.5,14880.0,15765
2023-10-03 09:30:00,14880.25,14974.75,14873.5,14950.0,77924
2023-10-03 10:00:00,14951.0,14954.75,14770.75,14776.25,108706
2023-10-03 10:30:00,14777.0,14811.0,14742.0,14748.25,54720
2023-10-03 11:00:00,14747.5,14759.0,14725.0,14738.0,40927
2023-10-03 11:30:00,14737.25,14751.75,14710.5,14728.75,38686
2023-10-03 12:00:00,14729.25,14776.0,14725.75,14767.75,33877
2023-10-03 12:30:00,14768.25,14776.5,14748.0,14762.5,23189
2023-10-03 13:00:00,14763.0,14785.0,14716.25,14725.25,28029
2023-10-03 13:30:00,14725.5,14728.75,14689.75,14696.75,27179
2023-10-03 14:00:00,14697.0,14707.25,14671.0,14684.5,28842
2023-10-03 14:30:00,14685.0,14716.75,14681.5,14698.0,25956
2023-10-03 15:00:00,14698.5,14713.5,14663.5,14664.25,29863
2023-10-03 15:30:00,14664.5,14727.5,14651.5,14719.5,55161
2023-10-03 16:00:00,14719.75,14734.0,14719.25,14726.25,14165
2023-10-03 16:30:00,14726.25,14726.75,14710.0,14714.5,3917
2023-10-03 18:00:00,14713.75,14718.75,14701.0,14709.0,2177
2023-10-03 18:30:00,14709.0,14719.5,14707.0,14718.0,1495
2023-10-03 19:00:00,14718.0,14718.0,14696.75,14708.0,2412
2023-10-03 19:30:00,14708.25,14722.75,14707.5,14716.25,2165
2023-10-03 20:00:00,14716.5,14732.75,14699.0,14718.75,4468
2023-10-03 20:30:00,14719.0,14728.0,14686.75,14697.0,4717
2023-10-03 21:00:00,14697.25,14702.25,14674.5,14681.5,5347
2023-10-03 21:30:00,14681.5,14682.5,14652.0,14679.0,7766
2023-10-03 22:00:00,14678.5,14684.25,14666.0,14671.75,3482
2023-10-03 22:30:00,14670.75,14682.0,14656.25,14681.25,3500
2023-10-03 23:00:00,14680.75,14686.25,14667.75,14669.5,2594
2023-10-03 23:30:00,14669.75,14671.5,14640.0,14656.75,4406
2023-10-04 00:00:00,14657.25,14673.25,14651.0,14667.0,2563
2023-10-04 00:30:00,14666.25,14690.75,14666.25,14683.75,3001
2023-10-04 01:00:00,14683.5,14686.0,14662.75,14664.25,2287
2023-10-04 01:30:00,14663.25,14679.0,14636.0,14647.25,4651
2023-10-04 02:00:00,14647.0,14651.75,14597.5,14610.75,8749
2023-10-04 02:30:00,14611.0,14622.75,14590.25,14592.25,5729
2023-10-04 03:00:00,14591.5,14639.75,14589.0,14631.25,10211
2023-10-04 03:30:00,14630.75,14654.75,14597.25,14647.75,10600
2023-10-04 04:00:00,14648.0,14679.25,14631.75,14674.5,10078
2023-10-04 04:30:00,14674.25,14686.75,14663.75,14673.5,7558
2023-10-04 05:00:00,14673.75,14689.75,14667.25,14685.25,6209
2023-10-04 05:30:00,14685.5,14706.0,14681.0,14699.5,6196
2023-10-04 06:00:00,14699.0,14719.0,14696.75,14707.5,5928
2023-10-04 06:30:00,14707.0,14709.25,14673.75,14698.25,7176
2023-10-04 07:00:00,14698.25,14747.75,14693.0,14725.5,12354
2023-10-04 07:30:00,14725.0,14753.75,14719.5,14744.0,10297
2023-10-04 08:00:00,14743.25,14790.25,14736.5,14769.75,23696
2023-10-04 08:30:00,14769.25,14799.75,14754.5,14775.75,16180
2023-10-04 09:00:00,14776.25,14781.75,14749.0,14753.25,12807
2023-10-04 09:30:00,14753.0,14834.5,14749.0,14801.75,72946
2023-10-04 10:00:00,14803.0,14818.75,14734.5,14738.5,82364
2023-10-04 10:30:00,14739.0,14850.0,14739.0,14775.75,68535
2023-10-04 11:00:00,14775.75,14857.0,14760.0,14838.75,50899
2023-10-04 11:30:00,14839.0,14897.5,14829.0,14895.25,44298
2023-10-04 12:00:00,14895.0,14899.0,14857.25,14881.75,32397
2023-10-04 12:30:00,14881.5,14893.5,14863.5,14876.25,24584
2023-10-04 13:00:00,14876.5,14879.25,14832.25,14834.75,23965
2023-10-04 13:30:00,14835.5,14849.0,14815.5,14820.25,26878
2023-10-04 14:00:00,14820.25,14848.25,14804.0,14842.5,31591
2023-10-04 14:30:00,14842.25,14875.75,14826.5,14870.25,25964
2023-10-04 15:00:00,14870.75,14931.75,14865.75,14917.75,33482
2023-10-04 15:30:00,14918.0,14956.0,14908.25,14919.75,49823
2023-10-04 16:00:00,14919.75,14920.0,14901.75,14912.0,13025
2023-10-04 16:30:00,14912.0,14913.0,14902.0,14902.5,2918
2023-10-04 18:00:00,14903.0,14910.5,14894.5,14902.5,2050
2023-10-04 18:30:00,14902.25,14913.75,14901.5,14908.0,1529
2023-10-04 19:00:00,14908.25,14915.5,14904.75,14913.0,1212
2023-10-04 19:30:00,14912.75,14917.0,14905.5,14914.25,1600
2023-10-04 20:00:00,14914.25,14914.5,14888.25,14890.75,4375
2023-10-04 20:30:00,14891.5,14919.75,14890.25,14916.75,3148
2023-10-04 21:00:00,14916.5,14928.75,14911.25,14915.0,3048
2023-10-04 21:30:00,14914.75,14936.0,14907.0,14934.0,2938
2023-10-04 22:00:00,14934.5,14934.75,14916.5,14926.5,2385
2023-10-04 22:30:00,14926.75,14930.5,14920.5,14926.5,1314
2023-10-04 23:00:00,14926.5,14945.5,14921.25,14924.25,2613
2023-10-04 23:30:00,14925.25,14938.75,14925.25,14937.0,1746
2023-10-05 00:00:00,14937.75,14943.0,14929.25,14932.25,1510
2023-10-05 00:30:00,14932.5,14935.25,14928.75,14933.75,1153
2023-10-05 01:00:00,14933.5,14934.0,14917.25,14926.75,2086
2023-10-05 01:30:00,14926.5,14926.5,14911.75,14920.0,2293
2023-10-05 02:00:00,14920.5,14925.75,14893.0,14899.25,3941
2023-10-05 02:30:00,14898.5,14903.0,14878.0,14894.0,3672
2023-10-05 03:00:00,14893.75,14894.25,14870.5,14877.0,5860
2023-10-05 03:30:00,14876.75,14886.25,14868.75,14885.0,4452
