timestamp,open,high,low,close,volume
2023-09-24 18:00:00,14880.25,14898.0,14880.25,14897.75,1023
2023-09-24 18:05:00,14897.0,14902.25,14894.0,14900.75,630
2023-09-24 18:10:00,14900.75,14905.75,14898.75,14904.75,471
2023-09-24 18:15:00,14904.0,14908.75,14901.0,14903.5,382
2023-09-24 18:20:00,14903.5,14909.75,14903.0,14909.25,284
2023-09-24 18:25:00,14909.5,14915.0,14909.25,14913.25,489
2023-09-24 18:30:00,14913.5,14914.0,14908.0,14908.5,225
2023-09-24 18:35:00,14908.0,14908.5,14903.5,14905.0,273
2023-09-24 18:40:00,14905.0,14905.5,14902.25,14902.75,147
2023-09-24 18:45:00,14903.25,14906.5,14903.0,14903.75,143
2023-09-24 18:50:00,14904.0,14905.0,14901.75,14901.75,155
2023-09-24 18:55:00,14901.5,14903.75,14900.75,14900.75,135
2023-09-24 19:00:00,14901.25,14903.0,14895.0,14901.5,417
2023-09-24 19:05:00,14901.0,14901.5,14896.5,14899.0,189
2023-09-24 19:10:00,14898.75,14903.0,14896.5,14901.75,123
2023-09-24 19:15:00,14901.5,14902.75,14895.25,14897.0,156
2023-09-24 19:20:00,14897.0,14898.5,14891.75,14896.5,319
2023-09-24 19:25:00,14897.0,14902.0,14893.0,14895.75,348
2023-09-24 19:30:00,14895.5,14899.5,14895.5,14899.5,80
2023-09-24 19:35:00,14898.75,14902.75,14898.0,14901.5,143
2023-09-24 19:40:00,14901.5,14906.5,14901.5,14904.0,216
2023-09-24 19:45:00,14904.25,14905.25,14896.5,14901.0,300
2023-09-24 19:50:00,14901.25,14901.75,14897.75,14901.5,121
2023-09-24 19:55:00,14901.75,14902.5,14896.0,14898.5,189
2023-09-24 20:00:00,14897.75,14898.5,14880.5,14883.0,827
2023-09-24 20:05:00,14883.0,14890.5,14882.75,14887.5,380
2023-09-24 20:10:00,14887.5,14890.25,14880.0,14881.5,398
2023-09-24 20:15:00,14881.0,14882.75,14869.0,14869.75,884
2023-09-24 20:20:00,14870.0,14878.75,14867.5,14870.75,643
2023-09-24 20:25:00,14871.0,14880.5,14870.5,14879.0,453
2023-09-24 20:30:00,14878.5,14881.5,14876.75,14877.75,320
2023-09-24 20:35:00,14877.25,14882.25,14876.25,14881.75,227
2023-09-24 20:40:00,14881.0,14884.0,14879.25,14881.0,353
2023-09-24 20:45:00,14881.5,14887.25,14880.75,14886.5,439
2023-09-24 20:50:00,14886.5,14889.0,14883.25,14884.75,325
2023-09-24 20:55:00,14884.5,14889.0,14884.5,14888.25,198
2023-09-24 21:00:00,14888.0,14894.25,14887.5,14892.5,532
2023-09-24 21:05:00,14893.25,14894.5,14890.5,14892.25,293
2023-09-24 21:10:00,14892.0,14894.5,14892.0,14894.5,202
2023-09-24 21:15:00,14894.5,14906.0,14894.5,14905.0,908
2023-09-24 21:20:00,14905.0,14908.25,14901.25,14907.0,749
2023-09-24 21:25:00,14907.25,14910.0,14901.5,14904.5,622
2023-09-24 21:30:00,14904.5,14910.5,14902.25,14910.0,509
2023-09-24 21:35:00,14910.5,14921.0,14908.5,14911.0,982
2023-09-24 21:40:00,14911.0,14912.5,14902.0,14902.5,585
2023-09-24 21:45:00,14902.5,14912.0,14900.75,14907.0,476
2023-09-24 21:50:00,14906.75,14910.5,14903.5,14905.0,354
2023-09-24 21:55:00,14904.25,14906.0,14902.0,14902.5,329
